id,date,hour,bc_price,bc_demand,ab_price,ab_demand,transfer,bc_price_evo
4858,0.875846,0.319149,0.033085,0.509223,0.001435,0.511134,0.659649,UP
4859,0.017964,0.0,0.082593,0.492711,0.003467,0.422915,0.414912,UP
4860,0.907969,0.340426,0.080881,0.554894,0.005521,0.652512,0.312719,UP
4861,0.438166,0.957447,0.059475,0.43737,0.003467,0.422915,0.414912,DOWN
4862,0.880536,0.723404,0.037408,0.602499,0.002547,0.568876,0.39693,DOWN
4863,0.893677,0.553191,0.046385,0.391253,0.002669,0.395132,0.612281,DOWN
4864,0.00438,0.744681,0.045394,0.688634,0.003467,0.422915,0.414912,DOWN
4865,0.880625,0.212766,0.029422,0.095507,0.001791,0.161315,0.897368,DOWN
4866,0.47374,0.914894,0.029122,0.346772,0.001685,0.226567,0.829825,DOWN
4867,0.89027,1.0,0.072655,0.465338,0.002009,0.364319,0.584649,DOWN
4868,0.867174,0.276596,0.035967,0.344689,0.002462,0.318747,0.310965,DOWN
4869,0.031282,0.808511,0.054642,0.289051,0.003467,0.422915,0.414912,DOWN
4870,0.030972,0.234043,0.070223,0.18075,0.003467,0.422915,0.414912,DOWN
4871,0.907438,0.829787,0.075027,0.443618,0.005123,0.493009,0.322368,UP
4872,0.434184,0.106383,0.046205,0.165873,0.003467,0.422915,0.414912,DOWN
4873,0.013185,0.0,0.040801,0.370872,0.003467,0.422915,0.414912,DOWN
4874,0.89381,1.0,0.053921,0.564713,0.003652,0.506473,0.487719,DOWN
4875,0.442945,0.148936,0.036147,0.108599,0.002372,0.163646,0.663158,DOWN
4876,0.000664,0.319149,0.125706,0.590003,0.003467,0.422915,0.414912,UP
4877,0.013716,0.553191,0.041431,0.35302,0.003467,0.422915,0.414912,DOWN
4878,0.876421,0.851064,0.032034,0.332193,0.001975,0.294666,0.813596,UP
4879,0.013539,0.06383,0.098925,0.426659,0.003467,0.422915,0.414912,UP
4880,0.867395,0.93617,0.036418,0.334573,0.001386,0.276023,0.82807,UP
4881,0.991018,0.787234,0.030893,0.647575,0.002007,0.579234,0.503947,DOWN
4882,0.911951,0.978723,0.09202,0.467867,0.006219,0.428534,0.510965,UP
4883,0.434361,0.531915,0.049538,0.489438,0.003467,0.422915,0.414912,DOWN
4884,0.876112,0.702128,0.024829,0.27715,0.000818,0.250647,0.856579,DOWN
4885,0.902571,0.361702,0.062958,0.370574,0.004177,0.255308,0.647368,DOWN
4886,0.017743,0.702128,0.046385,0.270009,0.003467,0.422915,0.414912,DOWN
4887,0.03168,0.617021,0.058785,0.459387,0.003467,0.422915,0.414912,DOWN
4888,0.45613,0.319149,0.036057,0.453585,0.000953,0.266701,0.7,DOWN
4889,0.907747,0.297872,0.053381,0.407022,0.003544,0.467115,0.478947,UP
4890,0.915712,0.319149,0.082953,0.507289,0.005685,0.560849,0.293421,UP
4891,0.008672,0.489362,0.092771,0.590747,0.003467,0.422915,0.414912,UP
4892,0.014203,0.787234,0.040711,0.588218,0.003467,0.422915,0.414912,DOWN
4893,0.452148,0.787234,0.06551,0.650402,0.004474,0.422061,0.351754,UP
4894,0.456573,0.93617,0.038579,0.621541,0.002572,0.460383,0.737281,UP
4895,0.893899,0.893617,0.053381,0.677477,0.003533,0.562921,0.568421,DOWN
4896,0.425645,0.702128,0.076258,0.350045,0.003467,0.422915,0.414912,UP
4897,0.00438,0.829787,0.043893,0.603243,0.003467,0.422915,0.414912,DOWN
4898,0.455599,0.723404,0.03966,0.732371,0.002624,0.611859,0.499561,DOWN
4899,0.867572,0.553191,0.050498,0.7169,0.00286,0.559296,0.632018,DOWN
4900,0.898146,1.0,0.075688,0.603987,0.004865,0.542724,0.732895,DOWN
4901,0.464581,0.361702,0.102078,0.504909,0.006878,0.523304,0.520614,UP
4902,0.902836,0.042553,0.076498,0.417138,0.0051,0.454687,0.540789,UP
4903,0.867616,0.340426,0.029512,0.554002,0.001905,0.492232,0.687281,DOWN
4904,0.465156,0.425532,0.062057,0.509075,0.004304,0.533143,0.126316,UP
4905,0.424671,0.595745,0.085235,0.275662,0.003467,0.422915,0.414912,UP
4906,0.45613,0.425532,0.031194,0.543737,0.001545,0.34956,0.741667,DOWN
4907,0.867793,0.468085,0.033836,0.684023,0.002177,0.540394,0.631579,UP
4908,0.017654,0.808511,0.057314,0.558614,0.003467,0.422915,0.414912,DOWN
4909,0.452104,0.723404,0.033626,0.608747,0.002254,0.535992,0.364912,DOWN
4910,0.009734,0.851064,0.041642,0.515472,0.003467,0.422915,0.414912,DOWN
4911,0.443122,0.446809,0.053411,0.530051,0.00399,0.564215,0.349123,DOWN
4912,0.0,0.574468,0.044374,0.491669,0.003467,0.422915,0.414912,UP
4913,0.911951,0.319149,0.055062,0.508777,0.00371,0.584671,0.37807,DOWN
4914,0.469227,0.93617,0.037108,0.431717,0.002445,0.239254,0.716228,DOWN
4915,0.017654,0.276596,0.084334,0.470693,0.003467,0.422915,0.414912,UP
4916,0.902615,0.659574,0.088567,0.455073,0.00602,0.556447,0.350439,UP
4917,0.438388,0.595745,0.056113,0.493306,0.003467,0.422915,0.414912,DOWN
4918,0.876244,0.744681,0.030623,0.521125,0.002005,0.725272,0.414474,UP
4919,0.460466,0.404255,0.02627,0.383219,0.001762,0.258933,0.735526,UP
4920,0.027255,0.234043,0.077639,0.193395,0.003467,0.422915,0.414912,DOWN
4921,0.912438,0.468085,0.044734,0.339482,0.002929,0.276541,0.682018,UP
4922,0.017566,0.787234,0.088507,0.653228,0.003467,0.422915,0.414912,UP
4923,0.889208,0.212766,0.02618,0.219726,0.00171,0.300104,0.696053,DOWN
4924,0.902969,0.957447,0.088147,0.509075,0.005881,0.445624,0.434211,UP
4925,0.424494,0.787234,0.058394,0.188634,0.003467,0.422915,0.414912,DOWN
4926,0.889208,0.510638,0.029062,0.546861,0.002005,0.534179,0.408333,DOWN
4927,0.875935,0.787234,0.034106,0.598334,0.001425,0.422061,0.661404,DOWN
4928,0.867484,0.085106,0.023928,0.172121,0.001562,0.302434,0.804825,DOWN
4929,0.022211,0.382979,0.085745,0.486165,0.003467,0.422915,0.414912,UP
4930,0.438166,0.404255,0.093221,0.520678,0.003467,0.422915,0.414912,UP
4931,0.867793,0.553191,0.036508,0.711693,0.002341,0.577939,0.585965,UP
4932,0.46936,0.659574,0.029122,0.341714,0.001934,0.245728,0.642544,DOWN
4933,0.018406,0.361702,0.073226,0.493603,0.003467,0.422915,0.414912,UP
4934,0.867749,0.382979,0.028912,0.579292,0.001876,0.516313,0.669737,DOWN
4935,0.871864,0.12766,0.023028,0.166766,0.000841,0.26463,0.798246,DOWN
4936,0.884695,0.319149,0.029933,0.340524,0.001196,0.311756,0.647368,DOWN
4937,0.906907,0.574468,0.029753,0.26867,0.001978,0.190575,0.569298,DOWN
4938,0.469404,0.234043,0.024409,0.10726,0.001616,0.110047,0.642982,DOWN
4939,0.890315,0.340426,0.033085,0.755132,0.002262,0.636458,0.443421,DOWN
4940,0.021946,0.12766,0.045455,0.189527,0.003467,0.422915,0.414912,DOWN
4941,0.424671,0.319149,0.074817,0.203957,0.003467,0.422915,0.414912,UP
4942,0.465466,0.978723,0.030053,0.406427,0.002054,0.352926,0.45307,DOWN
4943,0.894651,0.212766,0.029693,0.227908,0.00193,0.284309,0.734211,DOWN
4944,0.013185,0.659574,0.041281,0.46266,0.003467,0.422915,0.414912,DOWN
4945,0.903102,0.595745,0.058995,0.475602,0.003941,0.512688,0.496053,DOWN
4946,0.898323,0.851064,0.075447,0.719875,0.004923,0.580269,0.609211,UP
4947,0.013937,0.617021,0.106131,0.571407,0.003467,0.422915,0.414912,UP
4948,0.451661,0.765957,0.043893,0.866111,0.002883,0.777317,0.459649,UP
4949,0.894208,0.425532,0.079681,0.761678,0.005378,0.781978,0.422368,UP
4950,0.889297,0.085106,0.029512,0.319548,0.001464,0.338944,0.555263,UP
4951,0.424804,0.404255,0.068722,0.406129,0.003467,0.422915,0.414912,DOWN
4952,0.469714,0.191489,0.021286,0.091639,0.001429,0.113154,0.738596,DOWN
4953,0.009778,0.851064,0.041732,0.565457,0.003467,0.422915,0.414912,DOWN
4954,0.000133,0.319149,0.089798,0.457751,0.003467,0.422915,0.414912,UP
4955,0.473607,0.574468,0.06563,0.551622,0.00451,0.703263,0.166228,UP
4956,0.433919,0.382979,0.060856,0.553109,0.003467,0.422915,0.414912,UP
4957,0.008761,0.340426,0.090369,0.65427,0.003467,0.422915,0.414912,UP
4958,0.469094,0.638298,0.028432,0.259149,0.001867,0.212325,0.624561,DOWN
4959,0.456705,0.93617,0.031314,0.506546,0.002077,0.36639,0.735088,DOWN
4960,0.474448,0.957447,0.035937,0.373401,0.002445,0.144744,0.502632,DOWN
4961,0.438874,0.0,0.048337,0.328474,0.003467,0.422915,0.414912,DOWN
4962,0.447901,0.212766,0.004173,0.22285,0.000268,0.179441,0.59693,DOWN
4963,0.005221,0.0,0.082473,0.507885,0.003467,0.422915,0.414912,UP
4964,0.022565,0.382979,0.10508,0.514877,0.003467,0.422915,0.414912,UP
4965,0.447724,0.085106,0.029182,0.416245,0.001797,0.451062,0.765789,DOWN
4966,0.425202,0.468085,0.062387,0.485719,0.003467,0.422915,0.414912,DOWN
4967,0.908101,0.510638,0.057974,0.374442,0.003828,0.324443,0.610965,UP
4968,0.903057,0.553191,0.080311,0.474264,0.005436,0.560073,0.385965,DOWN
4969,0.451263,0.531915,0.040891,0.430973,0.001996,0.272657,0.879825,UP
4970,0.424848,0.234043,0.058394,0.242636,0.003467,0.422915,0.414912,UP
4971,0.867041,0.425532,0.035937,0.452693,0.001587,0.209477,0.771053,UP
4972,0.000796,0.510638,0.122703,0.365367,0.003467,0.422915,0.414912,UP
4973,0.885625,0.595745,0.033596,0.370723,0.002212,0.351113,0.613596,DOWN
4974,0.026503,0.234043,0.099736,0.393038,0.003467,0.422915,0.414912,UP
4975,0.452148,0.574468,0.033265,0.433204,0.002285,0.287416,0.465351,DOWN
4976,0.452192,0.212766,0.028552,0.127046,0.00194,0.120663,0.663596,DOWN
4977,0.425822,0.553191,0.077189,0.529753,0.003467,0.422915,0.414912,DOWN
4978,0.027034,0.0,0.048487,0.225528,0.003467,0.422915,0.414912,DOWN
4979,0.893545,0.765957,0.150925,0.881732,0.01016,0.750906,0.436404,UP
4980,0.911553,0.446809,0.058935,0.530794,0.003887,0.564215,0.485088,UP
4981,0.452104,0.957447,0.037498,0.571407,0.002586,0.390212,0.405702,DOWN
4982,0.022167,0.851064,0.057644,0.439304,0.003467,0.422915,0.414912,DOWN
4983,0.433742,0.319149,0.073916,0.48438,0.003467,0.422915,0.414912,UP
4984,0.469183,0.319149,0.053351,0.497917,0.003527,0.518643,0.369298,UP
4985,0.430114,0.319149,0.081542,0.495537,0.003467,0.422915,0.414912,UP
4986,0.442857,0.340426,0.112225,0.573639,0.007607,0.571207,0.417105,UP
4987,0.429539,0.468085,0.082593,0.436328,0.003467,0.422915,0.414912,UP
4988,0.01407,0.212766,0.040681,0.138054,0.003467,0.422915,0.414912,DOWN
4989,0.871599,0.680851,0.031254,0.675989,0.002075,0.63827,0.530702,DOWN
4990,0.872484,0.680851,0.633151,0.804522,0.041456,0.989384,0.199123,UP
4991,0.438078,0.489362,0.060586,0.481256,0.003467,0.422915,0.414912,DOWN
4992,0.469935,0.510638,0.031074,0.65784,0.003116,0.5145,0.228509,DOWN
4993,0.898544,0.042553,0.089918,0.448974,0.005904,0.517349,0.480702,UP
4994,0.893766,0.765957,0.150925,0.814192,0.010301,0.727084,0.421491,UP
4995,0.022698,0.638298,0.075718,0.234157,0.003467,0.422915,0.414912,UP
4996,0.907836,0.978723,0.041702,0.287712,0.002815,0.325479,0.423246,UP
4997,0.434538,0.87234,0.045605,0.26019,0.003467,0.422915,0.414912,UP
4998,0.459935,0.0,0.042032,0.489586,0.002856,0.406007,0.531579,DOWN
4999,0.433565,0.702128,0.069653,0.501636,0.003467,0.422915,0.414912,UP
5000,0.460643,0.87234,0.036027,0.540018,0.00243,0.469187,0.554825,DOWN
5001,0.442547,0.957447,0.071694,0.527968,0.00479,0.394614,0.500526,DOWN
5002,0.000575,0.404255,0.138675,0.572449,0.003467,0.422915,0.414912,UP
5003,0.013937,0.87234,0.11859,0.689229,0.003467,0.422915,0.414912,UP
5004,0.89381,0.12766,0.041041,0.302737,0.002678,0.391248,0.66886,DOWN
5005,0.434096,0.808511,0.071965,0.489884,0.003467,0.422915,0.414912,UP
5006,0.465643,0.957447,0.029392,0.436328,0.00199,0.249353,0.657456,DOWN
5007,0.443166,0.765957,0.061577,0.65546,0.004121,0.597618,0.461842,UP
5008,0.907084,0.829787,0.093071,0.552663,0.006415,0.787157,0.205702,UP
5009,0.026724,0.446809,0.05221,0.479768,0.003467,0.422915,0.414912,DOWN
5010,0.880934,0.212766,0.017353,0.179262,0.001034,0.245987,0.817105,DOWN
5011,0.866997,0.93617,0.032214,0.42889,0.001757,0.168307,0.793421,UP
5012,0.890049,0.723404,0.731716,0.953585,0.050367,0.8203,0.410088,UP
5013,0.890049,0.829787,0.082503,0.866111,0.005658,0.684102,0.421053,DOWN
5014,0.425379,0.531915,0.117389,0.647278,0.003467,0.422915,0.414912,UP
5015,0.425645,0.808511,0.074877,0.332342,0.003467,0.422915,0.414912,UP
5016,0.872174,0.489362,0.032214,0.605623,0.002086,0.632315,0.649123,UP
5017,0.46113,0.404255,0.043413,0.543291,0.002983,0.508545,0.337281,UP
5018,0.000265,0.829787,0.13105,0.526034,0.003467,0.422915,0.414912,UP
5019,0.438255,0.510638,0.056833,0.388129,0.003467,0.422915,0.414912,DOWN
5020,0.899075,0.659574,0.081812,0.529604,0.005324,0.551787,0.611404,UP
5021,0.894208,0.255319,0.058845,0.470693,0.00387,0.503366,0.611404,DOWN
5022,0.876289,0.255319,0.034046,0.423386,0.002216,0.562921,0.551316,UP
5023,0.915623,0.829787,0.059565,0.44704,0.004038,0.447695,0.314912,DOWN
5024,0.456617,0.829787,0.038519,0.672568,0.002584,0.576644,0.613596,UP
5025,0.872572,0.93617,0.032935,0.322821,0.002009,0.205075,0.869737,DOWN
5026,0.005177,0.319149,0.050859,0.552514,0.003467,0.422915,0.414912,DOWN
5027,0.885359,0.042553,0.056233,0.258554,0.003693,0.358105,0.607456,DOWN
5028,0.438166,0.06383,0.072775,0.313002,0.003467,0.422915,0.414912,UP
5029,0.443432,0.446809,0.071274,0.53496,0.004902,0.61885,0.420175,UP
5030,0.446662,0.170213,0.018734,0.188486,0.00123,0.232781,0.603947,DOWN
5031,0.455998,0.446809,0.072235,0.621244,0.00489,0.624806,0.35307,UP
5032,0.906907,0.361702,0.029602,0.277893,0.001965,0.184878,0.567544,DOWN
5033,0.906907,0.744681,0.034316,0.281018,0.002368,0.283532,0.507456,DOWN
5034,0.014247,0.212766,0.040591,0.205296,0.003467,0.422915,0.414912,DOWN
5035,0.912438,0.617021,0.044614,0.274174,0.002923,0.245469,0.670614,UP
5036,0.880227,1.0,0.047406,0.441535,0.003178,0.380373,0.442982,UP
5037,0.8935,0.0,0.093821,0.612467,0.006267,0.493009,0.683772,UP
5038,0.872351,0.659574,0.028191,0.546117,0.001741,0.554117,0.774123,DOWN
5039,0.451307,0.574468,0.04011,0.50967,0.002588,0.537027,0.631579,UP
5040,0.433742,0.12766,0.041431,0.105028,0.003467,0.422915,0.414912,DOWN
5041,0.031193,0.595745,0.125495,0.461024,0.003467,0.422915,0.414912,UP
5042,0.442414,0.12766,0.045154,0.183576,0.003066,0.234852,0.500526,DOWN
5043,0.442945,0.234043,0.036238,0.100565,0.00237,0.087778,0.750877,DOWN
5044,0.438742,0.446809,0.055512,0.527075,0.003467,0.422915,0.414912,DOWN
5045,0.031503,0.702128,0.066561,0.473817,0.003467,0.422915,0.414912,DOWN
5046,0.889518,0.042553,0.063708,0.488099,0.003756,0.512947,0.498684,UP
5047,0.871864,0.510638,0.037679,0.705891,0.002482,0.726308,0.296491,UP
5048,0.46874,0.723404,0.029092,0.326242,0.001919,0.244174,0.592105,DOWN
5049,0.013274,0.595745,0.041732,0.485867,0.003467,0.422915,0.414912,DOWN
5050,0.004956,0.93617,0.056323,0.524249,0.003467,0.422915,0.414912,DOWN
5051,0.465156,0.893617,0.063498,0.437221,0.004383,0.431642,0.232456,UP
5052,0.473961,0.148936,0.024469,0.155311,0.001599,0.206111,0.860526,DOWN
5053,0.460157,0.787234,0.031254,0.510265,0.002065,0.386846,0.537281,UP
5054,0.867528,0.723404,0.034766,0.535257,0.002216,0.666494,0.457018,DOWN
5055,0.009026,0.957447,0.090159,0.613359,0.003467,0.422915,0.414912,UP
5056,0.875979,0.0,0.034046,0.380095,0.000995,0.339979,0.769298,DOWN
5057,0.013495,0.106383,0.041401,0.233859,0.003467,0.422915,0.414912,DOWN
5058,0.009646,0.212766,0.065089,0.242339,0.003467,0.422915,0.414912,UP
5059,0.875802,0.553191,0.029633,0.32044,0.000995,0.242361,0.857018,UP
5060,0.01376,0.744681,0.119581,0.535555,0.003467,0.422915,0.414912,UP
5061,0.0223,0.702128,0.089828,0.549539,0.003467,0.422915,0.414912,UP
5062,0.482412,0.191489,0.02666,0.150253,0.001809,0.173226,0.534649,DOWN
5063,0.009911,0.234043,0.069173,0.301993,0.003467,0.422915,0.414912,UP
5064,0.884828,0.191489,0.027741,0.18194,0.001784,0.274728,0.8,DOWN
5065,0.881465,0.723404,0.028462,0.541208,0.002038,0.642154,0.434211,DOWN
5066,0.89381,0.276596,0.049958,0.519488,0.003336,0.480062,0.490789,DOWN
5067,0.903057,0.361702,0.089138,0.55058,0.005982,0.625583,0.329825,UP
5068,0.004602,0.191489,0.075627,0.174799,0.003467,0.422915,0.414912,DOWN
5069,0.000265,0.085106,0.046956,0.154865,0.003467,0.422915,0.414912,DOWN
5070,0.442503,1.0,0.069713,0.491223,0.004832,0.469705,0.500526,DOWN
5071,0.907924,0.93617,0.086436,0.457156,0.005719,0.336095,0.517105,UP
5072,0.004469,0.680851,0.087667,0.357483,0.003467,0.422915,0.414912,UP
5073,0.451706,0.617021,0.033626,0.547754,0.002252,0.690834,0.409649,DOWN
5074,0.004557,0.042553,0.043683,0.294406,0.003467,0.422915,0.414912,DOWN
5075,0.425778,0.446809,0.096073,0.559804,0.003467,0.422915,0.414912,UP
5076,0.906995,0.361702,0.090128,0.496727,0.006186,0.578457,0.276316,UP
5077,0.871731,0.489362,0.102048,0.505207,0.006863,0.583894,0.496053,UP
5078,0.447724,0.234043,0.022577,0.325052,0.001423,0.289228,0.742105,DOWN
5079,0.465466,0.085106,0.025399,0.111425,0.00171,0.239513,0.604386,DOWN
5080,0.442547,0.340426,0.1052,0.555936,0.007123,0.5826,0.500526,UP
5081,0.867351,0.148936,0.021016,0.099375,0.000877,0.174262,0.902632,DOWN
5082,0.437768,0.510638,0.045334,0.437816,0.003467,0.422915,0.414912,DOWN
5083,0.451263,0.489362,0.040831,0.478578,0.002611,0.286898,0.860088,UP
5084,8.8e-05,0.212766,0.046956,0.174353,0.003467,0.422915,0.414912,UP
5085,0.876156,0.446809,0.106221,0.511901,0.007185,0.57535,0.411842,UP
5086,0.424716,0.361702,0.103008,0.498512,0.003467,0.422915,0.414912,UP
5087,0.898987,0.361702,0.096283,0.64222,0.006394,0.694718,0.369737,UP
5088,0.884651,1.0,0.030533,0.46028,0.002025,0.444588,0.592544,UP
5089,0.911951,0.957447,0.070974,0.468015,0.004703,0.310202,0.579825,UP
5090,0.005088,0.276596,0.068362,0.250372,0.003467,0.422915,0.414912,UP
5091,0.47374,0.468085,0.050588,0.411187,0.002212,0.270585,0.728947,UP
5092,0.438034,0.170213,0.047496,0.113805,0.003467,0.422915,0.414912,DOWN
5093,0.500111,0.914894,0.06617,0.300952,0.00446,0.287416,0.420175,UP
5094,0.451175,0.297872,0.04002,0.528414,0.002648,0.484464,0.510526,DOWN
5095,0.443387,0.808511,0.050348,0.576465,0.003496,0.544537,0.50307,UP
5096,0.903234,0.978723,0.090519,0.472627,0.006055,0.493268,0.451316,UP
5097,0.469271,0.361702,0.060106,0.563969,0.003911,0.48783,0.483772,UP
5098,0.899164,0.93617,0.077939,0.439453,0.005068,0.345935,0.659649,UP
5099,0.468917,0.702128,0.043113,0.472925,0.002964,0.472035,0.197368,UP
5100,0.43414,0.723404,0.099075,0.560399,0.003467,0.422915,0.414912,UP
5101,0.438255,0.957447,0.048337,0.325647,0.003467,0.422915,0.414912,DOWN
5102,0.000796,0.659574,0.100997,0.311961,0.003467,0.422915,0.414912,DOWN
5103,0.465599,0.021277,0.02687,0.319845,0.001818,0.259451,0.607456,DOWN
5104,0.027211,0.574468,0.093371,0.477388,0.003467,0.422915,0.414912,UP
5105,0.469537,0.191489,0.045605,0.216453,0.002989,0.227602,0.708772,UP
5106,0.442857,0.765957,0.072025,0.666022,0.004859,0.591403,0.442105,UP
5107,0.89027,0.042553,0.044974,0.383814,0.002435,0.502848,0.603947,DOWN
5108,0.434184,0.468085,0.087066,0.576614,0.003467,0.422915,0.414912,UP
5109,0.02199,0.212766,0.064879,0.172121,0.003467,0.422915,0.414912,UP
5110,0.008982,0.361702,0.090219,0.695329,0.003467,0.422915,0.414912,DOWN
5111,0.013097,0.468085,0.041732,0.455073,0.003467,0.422915,0.414912,DOWN
5112,0.023141,0.255319,0.119491,0.355698,0.003467,0.422915,0.414912,UP
5113,0.885182,0.489362,0.029212,0.521571,0.002011,0.527965,0.308333,DOWN
5114,0.009247,0.702128,0.151765,0.701428,0.003467,0.422915,0.414912,UP
5115,0.87151,0.574468,0.055362,0.75543,0.003621,0.66261,0.606579,UP
5116,0.429892,0.12766,0.068332,0.119012,0.003467,0.422915,0.414912,DOWN
5117,0.017831,0.340426,0.06611,0.510711,0.003467,0.422915,0.414912,DOWN
5118,0.424848,0.702128,0.066531,0.418477,0.003467,0.422915,0.414912,UP
5119,0.867041,0.170213,0.023808,0.09997,0.001566,0.096841,0.868421,DOWN
5120,0.443387,0.170213,0.029783,0.167063,0.001624,0.224495,0.765789,DOWN
5121,0.013318,0.148936,0.050168,0.244719,0.003467,0.422915,0.414912,DOWN
5122,0.875935,0.446809,0.035067,0.671973,0.002277,0.634127,0.385965,DOWN
5123,0.46436,0.276596,0.028312,0.347664,0.001913,0.318747,0.550877,UP
5124,0.469581,0.297872,0.044314,0.464891,0.002973,0.488607,0.390789,UP
5125,0.460466,0.617021,0.024469,0.245016,0.001641,0.279907,0.722807,DOWN
5126,0.000575,0.042553,0.043983,0.264058,0.003467,0.422915,0.414912,DOWN
5127,0.456396,0.893617,0.033115,0.507438,0.002239,0.431383,0.483333,DOWN
5128,0.004469,0.93617,0.087667,0.437816,0.003467,0.422915,0.414912,UP
5129,0.469669,0.234043,0.027981,0.207379,0.001863,0.195495,0.734649,DOWN
5130,0.464404,0.702128,0.048877,0.429634,0.003367,0.42724,0.310088,UP
5131,0.894297,0.361702,0.067371,0.461619,0.002256,0.323408,0.719737,UP
5132,0.026326,0.297872,0.089738,0.320292,0.003467,0.422915,0.414912,UP
5133,0.469139,0.468085,0.058995,0.535555,0.003868,0.527965,0.491228,UP
5134,0.907172,0.340426,0.082413,0.401964,0.00539,0.414811,0.654825,UP
5135,0.469714,0.829787,0.046445,0.441833,0.003081,0.303729,0.645614,UP
5136,0.903279,0.361702,0.075027,0.503868,0.005093,0.556447,0.378947,UP
5137,0.876775,0.787234,0.03963,0.681791,0.002657,0.451579,0.489035,DOWN
5138,0.464448,0.93617,0.029633,0.33011,0.001994,0.286898,0.57193,UP
5139,0.893677,0.319149,0.0396,0.356739,0.001288,0.198861,0.816228,DOWN
5140,0.465422,0.808511,0.030233,0.397352,0.002048,0.306577,0.530263,UP
5141,0.876377,0.042553,0.028642,0.249926,0.000841,0.351631,0.688158,DOWN
5142,0.446706,0.638298,0.072475,0.551324,0.005056,0.534179,0.336842,UP
5143,0.43414,0.765957,0.09181,0.519042,0.003467,0.422915,0.414912,UP
5144,0.451263,0.468085,0.041101,0.497917,0.002626,0.29855,0.849123,UP
5145,0.867307,0.212766,0.028972,0.232074,0.00189,0.228897,0.767982,DOWN
5146,0.867882,0.638298,0.034947,0.665278,0.002243,0.787934,0.461842,UP
5147,0.424716,0.914894,0.114987,0.391699,0.003467,0.422915,0.414912,UP
5148,0.013849,0.340426,0.075027,0.728801,0.003467,0.422915,0.414912,DOWN
5149,0.473829,0.404255,0.028221,0.579887,0.001853,0.513206,0.621053,DOWN
5150,0.474271,0.914894,0.029422,0.314341,0.001556,0.107457,0.868421,UP
5151,0.456307,0.276596,0.034046,0.543439,0.002252,0.493009,0.616228,DOWN
5152,0.004248,0.340426,0.048367,0.551324,0.003467,0.422915,0.414912,DOWN
5153,0.452325,0.468085,0.033025,0.62288,0.002237,0.651994,0.469298,DOWN
5154,0.889916,0.12766,0.028642,0.303184,0.001791,0.387882,0.502632,DOWN
5155,0.451086,0.829787,0.057914,0.749033,0.003818,0.599171,0.496053,UP
5156,0.88089,0.446809,0.028942,0.496281,0.001894,0.504661,0.607018,DOWN
5157,0.451263,0.744681,0.041972,0.669295,0.002648,0.458571,0.716228,UP
5158,0.447724,0.702128,0.050588,0.737429,0.003523,0.612118,0.332018,UP
5159,0.880271,0.489362,0.040801,0.56025,0.002858,0.498964,0.236404,UP
5160,0.469493,0.787234,0.029182,0.407766,0.001955,0.357328,0.563596,DOWN
5161,0.013716,0.93617,0.045755,0.401815,0.003467,0.422915,0.414912,DOWN
5162,0.424716,0.021277,0.055242,0.15546,0.003467,0.422915,0.414912,DOWN
5163,0.897925,0.042553,0.084995,0.568581,0.005667,0.52667,0.600439,UP
5164,0.906951,0.489362,0.043023,0.340226,0.002987,0.475401,0.267982,UP
5165,0.01407,0.978723,0.053981,0.412377,0.003467,0.422915,0.414912,UP
5166,0.876377,0.12766,0.028642,0.148468,0.000821,0.217245,0.705702,DOWN
5167,0.871687,0.425532,0.028161,0.397947,0.001683,0.234076,0.896053,DOWN
5168,0.88943,0.617021,0.028251,0.529604,0.001973,0.55101,0.365789,DOWN
5169,0.447768,0.787234,0.046265,0.71571,0.003182,0.58726,0.326316,UP
5170,0.455599,0.042553,0.034376,0.352276,0.001899,0.465303,0.636842,DOWN
5171,0.008716,0.93617,0.10475,0.58197,0.003467,0.422915,0.414912,UP
5172,0.452369,0.297872,0.050829,0.634484,0.003492,0.512429,0.344737,UP
5173,0.91142,0.06383,0.047466,0.240851,0.003137,0.391507,0.574123,DOWN
5174,0.982169,0.234043,0.05296,0.316275,0.00343,0.342569,0.711404,DOWN
5175,0.88151,0.042553,0.029002,0.394674,0.00182,0.435008,0.583772,UP
5176,0.898898,0.765957,0.088387,0.585838,0.005615,0.510875,0.598246,UP
5177,0.018627,0.255319,0.06563,0.16751,0.003467,0.422915,0.414912,UP
5178,0.880979,0.425532,0.030473,0.428444,0.00107,0.338426,0.72193,UP
5179,0.446971,0.021277,0.033596,0.338292,0.001722,0.336354,0.765789,UP
5180,0.460511,0.106383,0.022607,0.156501,0.001523,0.278094,0.660526,DOWN
5181,4.4e-05,0.234043,0.051489,0.214519,0.003467,0.422915,0.414912,UP
5182,0.469758,0.191489,0.040681,0.200982,0.002746,0.190057,0.576754,UP
5183,0.014114,0.744681,0.061217,0.61321,0.003467,0.422915,0.414912,UP
5184,0.009867,0.234043,0.071454,0.285778,0.003467,0.422915,0.414912,UP
5185,0.474138,0.765957,0.02693,0.406278,0.001653,0.303211,0.79386,DOWN
5186,0.460289,0.106383,0.034226,0.285183,0.002327,0.33972,0.463596,DOWN
5187,0.867395,0.446809,0.035997,0.360309,0.002362,0.341533,0.798684,UP
5188,0.456219,0.340426,0.03906,0.569027,0.002671,0.614707,0.465351,UP
5189,4.4e-05,0.276596,0.051489,0.393038,0.003467,0.422915,0.414912,UP
